timestamp,Above $100000
2025-12-16T16:50:00Z,13.00
2025-12-16T16:57:00Z,14.00
2025-12-16T16:58:00Z,12.28
2025-12-16T17:01:00Z,13.00
2025-12-16T17:02:00Z,13.00
2025-12-16T17:04:00Z,13.00
2025-12-16T17:08:00Z,13.00
2025-12-16T17:10:00Z,13.00
2025-12-16T17:13:00Z,12.84
2025-12-16T17:15:00Z,12.03
2025-12-16T17:16:00Z,13.00
2025-12-16T17:18:00Z,13.00
2025-12-16T17:19:00Z,12.75
2025-12-16T17:20:00Z,13.00
2025-12-16T17:25:00Z,13.00
2025-12-16T17:27:00Z,13.00
2025-12-16T17:39:00Z,13.54
2025-12-16T17:45:00Z,14.00
2025-12-16T17:47:00Z,14.00
2025-12-16T17:49:00Z,13.00
2025-12-16T17:51:00Z,14.00
2025-12-16T17:53:00Z,14.00
2025-12-16T17:54:00Z,13.00
2025-12-16T17:56:00Z,14.00
2025-12-16T17:59:00Z,13.94
2025-12-16T18:01:00Z,14.00
2025-12-16T18:02:00Z,14.00
2025-12-16T18:04:00Z,14.00
2025-12-16T18:07:00Z,13.00
2025-12-16T18:08:00Z,13.00
2025-12-16T18:10:00Z,14.00
2025-12-16T18:13:00Z,12.45
2025-12-16T18:16:00Z,13.00
2025-12-16T18:18:00Z,13.21
2025-12-16T18:23:00Z,12.15
2025-12-16T18:27:00Z,12.00
2025-12-16T18:31:00Z,12.00
2025-12-16T18:35:00Z,13.00
2025-12-16T18:40:00Z,13.00
2025-12-16T18:41:00Z,13.53
2025-12-16T18:45:00Z,14.00
2025-12-16T18:46:00Z,14.00
2025-12-16T18:47:00Z,13.71
2025-12-16T18:48:00Z,14.00
2025-12-16T18:50:00Z,14.00
2025-12-16T18:52:00Z,14.00
2025-12-16T18:53:00Z,14.00
2025-12-16T18:54:00Z,14.00
2025-12-16T18:58:00Z,13.96
2025-12-16T19:00:00Z,13.00
2025-12-16T19:02:00Z,13.83
2025-12-16T19:03:00Z,13.50
2025-12-16T19:05:00Z,14.00
2025-12-16T19:10:00Z,13.45
2025-12-16T19:11:00Z,13.00
2025-12-16T19:12:00Z,14.00
2025-12-16T19:13:00Z,13.00
2025-12-16T19:14:00Z,13.00
2025-12-16T19:18:00Z,13.00
2025-12-16T19:22:00Z,13.00
2025-12-16T19:31:00Z,12.00
2025-12-16T19:32:00Z,12.00
2025-12-16T19:33:00Z,12.00
2025-12-16T19:34:00Z,13.00
2025-12-16T19:36:00Z,13.00
2025-12-16T19:42:00Z,14.00
2025-12-16T19:45:00Z,14.00
2025-12-16T19:46:00Z,14.00
2025-12-16T19:52:00Z,13.00
2025-12-16T19:53:00Z,12.56
2025-12-16T19:55:00Z,14.00
2025-12-16T20:00:00Z,13.00
2025-12-16T20:01:00Z,13.89
2025-12-16T20:02:00Z,13.97
2025-12-16T20:04:00Z,14.00
2025-12-16T20:05:00Z,13.00
2025-12-16T20:07:00Z,14.00
2025-12-16T20:08:00Z,14.00
2025-12-16T20:10:00Z,13.00
2025-12-16T20:11:00Z,14.00
2025-12-16T20:12:00Z,13.00
2025-12-16T20:19:00Z,13.27
2025-12-16T20:22:00Z,14.00
2025-12-16T20:23:00Z,14.00
2025-12-16T20:27:00Z,14.00
2025-12-16T20:30:00Z,14.00
2025-12-16T20:32:00Z,13.00
2025-12-16T20:36:00Z,13.00
2025-12-16T20:39:00Z,14.00
2025-12-16T20:41:00Z,13.00
2025-12-16T20:42:00Z,14.00
2025-12-16T20:44:00Z,14.00
2025-12-16T20:46:00Z,13.00
2025-12-16T20:49:00Z,13.00
2025-12-16T20:57:00Z,13.76
2025-12-16T20:58:00Z,14.00
2025-12-16T21:00:00Z,14.00
2025-12-16T21:01:00Z,13.02
2025-12-16T21:02:00Z,12.00
2025-12-16T21:04:00Z,13.00
2025-12-16T21:05:00Z,13.76
2025-12-16T21:08:00Z,13.00
2025-12-16T21:11:00Z,13.00
2025-12-16T21:14:00Z,13.00
2025-12-16T21:17:00Z,14.00
2025-12-16T21:18:00Z,14.00
2025-12-16T21:22:00Z,14.00
2025-12-16T21:26:00Z,13.00
2025-12-16T21:27:00Z,14.00
2025-12-16T21:33:00Z,13.10
2025-12-16T21:35:00Z,13.50
2025-12-16T21:36:00Z,13.00
2025-12-16T21:37:00Z,14.00
2025-12-16T21:41:00Z,13.00
2025-12-16T21:43:00Z,14.00
2025-12-16T21:44:00Z,13.00
2025-12-16T21:45:00Z,14.00
2025-12-16T21:46:00Z,14.00
2025-12-16T21:48:00Z,14.00
2025-12-16T21:52:00Z,14.00
2025-12-16T21:53:00Z,14.00
2025-12-16T21:54:00Z,14.00
2025-12-16T21:59:00Z,14.00
2025-12-16T22:01:00Z,13.00
2025-12-16T22:06:00Z,14.00
2025-12-16T22:07:00Z,14.00
2025-12-16T22:08:00Z,13.00
2025-12-16T22:15:00Z,14.00
2025-12-16T22:19:00Z,14.00
2025-12-16T22:28:00Z,14.00
2025-12-16T22:29:00Z,13.00
2025-12-16T22:30:00Z,14.00
2025-12-16T22:35:00Z,13.18
2025-12-16T22:36:00Z,14.00
2025-12-16T22:39:00Z,13.00
2025-12-16T22:43:00Z,13.00
2025-12-16T22:45:00Z,14.00
2025-12-16T22:47:00Z,14.00
2025-12-16T22:53:00Z,14.00
2025-12-16T22:55:00Z,14.00
2025-12-16T23:01:00Z,14.84
2025-12-16T23:06:00Z,14.00
2025-12-16T23:11:00Z,14.85
2025-12-16T23:12:00Z,15.00
2025-12-16T23:13:00Z,15.00
2025-12-16T23:17:00Z,14.81
2025-12-16T23:21:00Z,14.00
2025-12-16T23:24:00Z,15.00
2025-12-16T23:25:00Z,15.00
2025-12-16T23:30:00Z,15.00
2025-12-16T23:31:00Z,15.00
2025-12-16T23:32:00Z,15.00
2025-12-16T23:34:00Z,15.00
2025-12-16T23:35:00Z,15.00
2025-12-16T23:36:00Z,15.00
2025-12-16T23:38:00Z,15.00
2025-12-16T23:39:00Z,14.00
2025-12-16T23:45:00Z,14.00
2025-12-16T23:48:00Z,15.00
2025-12-16T23:50:00Z,15.00
2025-12-16T23:51:00Z,14.00
